Querylength,domain_token_count,path_token_count,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_path,ldl_getArg,dld_path,dld_getArg,pathLength,subDirLen,this.fileExtLen,ArgLen,ArgUrlRatio,domainUrlRatio,pathDomainRatio,NumberofDotsinURL,CharacterContinuityRate,URL_DigitCount,Extension_DigitCount,URL_Letter_Count,host_letter_count,Filename_LetterCount,Query_LetterCount,Domain_LongestWordLength,Path_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,spcharUrl,delimeter_path,NumberRate_URL,NumberRate_FileName,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Directoryname,SymbolCount_FileName,Entropy_URL,Entropy_Domain,Entropy_Filename,Entropy_Extension,Entropy_Afterpath,class
0,3,2,6,1,3,0,0,0,0,0,0,0,4,4,2,2,0.08,0.56,0.2857143,2,0.35714287,0,-1,17,11,-1,-1,4,2,-1,0,2,0,0,0,-1,4,-1,0,0.831951945,0.87327371,1,0,-1,1
0,4,3,14,1.3333334,4,0,0,0,0,0,0,0,6,6,3,2,0.05263158,0.65789473,0.24,4,0.6,0,0,30,22,1,-1,14,3,-1,0,2,1,0,0,-1,6,-1,1,0.784278,0.784493326,0.655458754,0.579380164,-1,1
0,4,3,10,1.3333334,4,0,0,0,0,0,0,0,6,6,3,2,0.05882353,0.61764705,0.2857143,4,0.52380955,0,0,26,18,1,-1,10,3,-1,0,2,1,0,0,-1,6,-1,1,0.778783397,0.831851699,0.655458754,0.579380164,-1,1
0,4,3,17,1.3333334,4,0,0,0,0,0,0,0,6,6,3,2,0.048780486,0.68292683,0.21428572,4,0.64285713,0,0,33,25,1,-1,17,3,-1,0,2,1,0,0,-1,6,-1,1,0.747409468,0.768810975,0.655458754,0.579380164,-1,1
0,3,3,12,1.3333334,3,0,0,0,0,0,0,0,6,6,3,2,0.060606062,0.6060606,0.3,3,0.65,0,0,26,18,1,-1,12,3,-1,0,2,1,0,0,-1,5,-1,1,0.79416297,0.806164203,0.655458754,0.579380164,-1,1
0,4,3,13,1.3333334,4,0,0,0,0,0,0,0,6,6,3,2,0.054054055,0.6486486,0.25,4,0.5833333,0,0,29,21,1,-1,13,3,-1,0,2,1,0,0,-1,6,-1,1,0.772895,0.76577019,0.655458754,0.579380164,-1,1
0,3,3,15,1.3333334,3,2,1,0,0,0,0,0,6,6,2,2,0.057142857,0.62857145,0.27272728,2,0.72727275,0,-1,28,20,-1,-1,15,3,-1,0,2,1,0,0,-1,4,-1,0,0.811867677,0.8622962,1,0,-1,1
0,3,3,15,1.3333334,3,0,0,0,0,0,0,0,6,6,3,2,0.057142857,0.62857145,0.27272728,3,0.72727275,0,0,28,20,1,-1,15,3,-1,0,2,1,0,0,-1,5,-1,1,0.795965967,0.8622962,0.655458754,0.579380164,-1,1
0,4,3,19,1.3333334,4,0,0,0,0,0,0,0,6,6,3,2,0.046511628,0.6976744,0.2,4,0.6666667,0,0,35,27,1,-1,19,3,-1,0,2,1,0,0,-1,6,-1,1,0.776004798,0.78082072,0.655458754,0.579380164,-1,1
0,4,3,15,1.3333334,4,0,0,0,0,0,0,0,6,6,3,2,0.051282052,0.6666667,0.23076923,4,0.61538464,0,0,31,23,1,-1,15,3,-1,0,2,1,0,0,-1,6,-1,1,0.764085633,0.801453416,0.655458754,0.579380164,-1,1
0,4,3,13,1.3333334,4,0,0,0,0,0,0,0,6,6,3,2,0.054054055,0.6486486,0.25,4,0.5833333,0,0,29,21,1,-1,13,3,-1,0,2,1,0,0,-1,6,-1,1,0.78666945,0.822701431,0.655458754,0.579380164,-1,1
0,4,3,10,1.3333334,4,0,0,0,0,0,0,0,6,6,3,2,0.05882353,0.61764705,0.2857143,4,0.52380955,0,0,26,18,1,-1,10,3,-1,0,2,1,0,0,-1,6,-1,1,0.79471002,0.831851699,0.655458754,0.579380164,-1,1
0,4,3,13,1.3333334,4,0,0,0,0,0,0,0,6,6,3,2,0.054054055,0.6486486,0.25,4,0.5833333,0,0,29,21,1,-1,13,3,-1,0,2,1,0,0,-1,6,-1,1,0.766435265,0.772630365,0.655458754,0.579380164,-1,1
0,3,3,13,1.3333334,3,0,0,0,0,0,0,0,6,6,3,2,0.060606062,0.6060606,0.3,3,0.7,0,0,26,18,1,-1,13,3,-1,0,2,1,0,0,-1,5,-1,1,0.770133895,0.783026382,0.655458754,0.579380164,-1,1
0,3,3,5,1.3333334,3,1,1,0,0,0,0,0,6,6,3,2,0.07692308,0.5,0.46153846,3,0.46153846,0,0,19,11,1,-1,5,3,-1,1,2,1,0,0,-1,5,-1,1,0.768723254,0.750549396,1,1,-1,1
0,3,3,12,1.3333334,3,0,0,0,0,0,0,0,6,6,3,2,0.060606062,0.6060606,0.3,3,0.65,0,0,26,18,1,-1,12,3,-1,0,2,1,0,0,-1,5,-1,1,0.744514922,0.797430977,0.655458754,0.579380164,-1,1
0,3,3,6,1.3333334,3,0,0,0,0,0,0,0,6,6,3,2,0.07692308,0.5,0.46153846,3,0.30769232,0,0,18,10,1,-1,3,3,-1,0,2,1,0,0,-1,5,-1,1,0.785088335,0.818007335,0.655458754,0.579380164,-1,1
0,2,3,13,1.3333334,2,0,0,0,0,0,0,0,6,6,3,2,0.06896552,0.55172414,0.375,2,0.625,0,0,22,14,1,-1,9,3,-1,0,2,1,0,0,-1,4,-1,1,0.80750187,0.894454883,0.655458754,0.579380164,-1,1
0,2,3,11,1.3333334,2,0,0,0,0,0,0,0,6,6,3,2,0.071428575,0.53571427,0.4,2,0.4,0,0,21,13,1,-1,5,3,-1,0,2,1,0,0,-1,4,-1,1,0.845810015,0.931744527,0.655458754,0.579380164,-1,1
0,4,3,10,1.3333334,4,0,0,0,0,0,0,0,6,6,3,2,0.05882353,0.61764705,0.2857143,4,0.52380955,0,0,26,18,1,-1,10,3,-1,0,2,1,0,0,-1,6,-1,1,0.751294325,0.75043492,0.655458754,0.579380164,-1,1
0,3,3,17,1.3333334,3,0,0,0,0,0,0,0,6,6,3,2,0.054054055,0.6486486,0.25,3,0.41666666,0,0,29,21,1,-1,9,3,-1,0,2,1,0,0,-1,5,-1,1,0.747708185,0.786350715,0.655458754,0.579380164,-1,1
0,4,3,10,1.3333334,4,0,0,0,0,0,0,0,6,6,3,2,0.05882353,0.61764705,0.2857143,4,0.52380955,0,0,26,18,1,-1,10,3,-1,0,2,1,0,0,-1,6,-1,1,0.79471002,0.831851699,0.655458754,0.579380164,-1,1
